id,url,price,description,city,date
733319800,https://www.olx.ua/d/uk/obyavlenie/pervaya-sdacha-3k-kv-111m2-zhk-tvorets-pecherskiy-r-n-tsentr-IDNCWYI.html,46 336 грн.,"Первая сдача! 3к кв (111м2) ЖК Творец, Печерский р-н, Центр",Kiev,2021-12-18
721229479,https://www.olx.ua/d/uk/obyavlenie/2h-urovnevaya-kvartira-v-zhk-komfort-taun-bez-komissii-IDMOcJx.html,35 433 грн.,"2х уровневая квартира в ЖК Комфорт Таун, без комиссии",Kiev,2021-12-18
660549380,https://www.olx.ua/d/uk/obyavlenie/arenda-3k-kvartira-poznyaki-osokorki-gmyri-patriotika-chavdar-IDIHB4g.html,23 000 грн.,Аренда 3к квартира.позняки.осокорки.гмыри.патриотика.чавдар.,Kiev,2021-12-18
731157094,https://www.olx.ua/d/uk/obyavlenie/stilnaya-atmosfernaya-4k-kvartira-3-spalni-pechersk-bastionnaya-IDNtRmm.html,70 867 грн.,"Стильная атмосферная 4к квартира, 3 спальни, Печерск, Бастионная",Kiev,2021-12-18
733894061,https://www.olx.ua/d/uk/obyavlenie/top-kvartira-v-dome-po-ul-v-tyutyunnika-16-predslavinskaya-makkeyna-IDNFlmZ.html,39 500 грн.,"ТОП квартира! В доме по ул. В.Тютюнника 16. (Предславинская, Маккейна)",Kiev,2021-12-18
733722795,https://www.olx.ua/d/uk/obyavlenie/zhk-solnechnaya-rivera-kuhnya-gostinnaya-i-spalnya-levoberezhnaya-IDNECOD.html,27 257 грн.,"ЖК Солнечная Ривьера, кухня-гостинная и спальня, Левобережная.",Kiev,2021-12-18
733016293,https://www.olx.ua/d/uk/obyavlenie/arenda-fantasticheskoy-kvartiry-v-fayna-taun-IDNBF1r.html,22 000 грн.,Аренда фантастической квартиры в Файна Таун,Kiev,2021-12-18
733893443,https://www.olx.ua/d/uk/obyavlenie/sdam-dolgosrochno-2-komnatnuyu-kvartiru-na-nivkah-IDNFld1.html,10 000 грн.,Сдам долгосрочно 2 комнатную квартиру на Нивках,Kiev,2021-12-18
733891270,https://www.olx.ua/d/uk/obyavlenie/sdam-kvartiru-v-zhk-smart-haus-IDNFkDY.html,12 000 грн.,Сдам квартиру в ЖК Smart Haus,Kiev,2021-12-18
732867283,https://www.olx.ua/d/uk/obyavlenie/sdam-1-komnatnuyu-kvartiru-ulitsa-dragomanova-2-IDNB2g3.html,12 500 грн.,Сдам 1 комнатную квартиру улица Драгоманова 2,Kiev,2021-12-18
733893030,https://www.olx.ua/d/uk/obyavlenie/arenda-kv-krushilnitskoy-poznyaki-osokorki-v-stile-loft-IDNFl6m.html,13 000 грн.,Аренда кв Крушильницкой Позняки Осокорки в стиле Лофт,Kiev,2021-12-18
731058670,https://www.olx.ua/d/uk/obyavlenie/sdayu-v-arendu-trehkomnatnuyu-kvartiru-v-zhk-novopecherskie-lipki-IDNtrKS.html,95 398 грн.,Сдаю в аренду  трехкомнатную квартиру в ЖК Новопечерские Липки,Kiev,2021-12-18
730715102,https://www.olx.ua/d/uk/obyavlenie/arendy-kvartiry-tsentr-pechersk-zhk-central-park-ul-ivana-kudri-IDNs0ns.html,38 159 грн.,"Аренды квартиры Центр Печерск ЖК Central Park, ул. Ивана Кудри.",Kiev,2021-12-18
726882554,https://www.olx.ua/d/uk/obyavlenie/komnata-dlya-devushki-m-v-troeschina-pr-mayakovskogo-54-9-IDNbWma.html,3 500 грн.,"Комната для девушки (м-в Троещина, пр. Маяковского 54/9)",Kiev,2021-12-18
729345474,https://www.olx.ua/d/uk/obyavlenie/institutskaya-18a-arenda-5-k-kvartiry-zhk-lipskaya-bashnya-tsentr-pechersk-IDNmg4G.html,218 052 грн.,Институтская 18А Аренда 5-к квартиры ЖК Липская Башня Центр Печерск,Kiev,2021-12-18
703130121,https://www.olx.ua/d/uk/obyavlenie/patorzhinskogo-14-maydan-kreschatik-mihaylovskaya-arenda-4-k-kvartiry-IDLAggp.html,95 398 грн.,Паторжинского 14 Майдан Крещатик Михайловская Аренда 4-к квартиры,Kiev,2021-12-18
